headword,pos,topic,confidence,rawTopic
report,noun,communication,0.950,communication
report,verb,communication,0.990,communication
reporter,noun,work,0.810,work
repose,noun,feelings,0.650,feelings
repose,verb,general,0.390,body
represent,verb,communication,0.570,communication
representative,noun,society,0.950,society
repress,verb,feelings,0.920,feelings
repression,noun,feelings,0.680,feelings
reprint,noun,general,0.480,communication
reproach,verb,communication,0.690,communication
reproduce,verb,general,0.220,science
reprove,verb,communication,0.860,communication
reptilian,adjective,animals,0.890,animals
republic,noun,society,1.000,society
reputation,noun,general,0.460,society
repute,noun,general,0.320,society
repute,verb,communication,0.640,communication
request,noun,communication,0.930,communication
request,verb,communication,0.880,communication
require,verb,general,0.980,general
requirement,noun,general,0.820,general
requisition,noun,general,0.430,business
rescue,noun,society,0.720,society
rescue,verb,general,0.430,general
research,noun,general,0.470,science
research,verb,general,0.470,education
researcher,noun,work,0.750,work
resemble,verb,general,0.480,body
resent,verb,feelings,1.000,feelings
reservation,noun,travel,0.980,travel
reserve,noun,business,0.550,business
reserve,verb,general,0.460,general
residence,noun,home,0.930,home
resident,adjective,city,0.780,city
resident,noun,city,0.770,city
residential,adjective,city,0.880,city
residual,adjective,general,0.950,general
residue,noun,science,0.750,science
resign,verb,work,1.000,work
resignation,noun,work,0.980,work
resilience,noun,feelings,0.980,feelings
resilient,adjective,feelings,0.920,feelings
resin,noun,nature,0.530,nature
resist,verb,general,0.840,general
resistance,noun,general,0.450,society
resolution,noun,feelings,0.510,feelings
resolve,verb,general,0.610,general
resonant,adjective,general,0.650,general
resonate,verb,feelings,0.660,feelings
resort,noun,travel,1.000,travel
resort,verb,general,0.610,general
resound,verb,general,0.350,body
resounding,adjective,general,0.780,general
resoundingly,adverb,general,0.870,general
resource,noun,general,0.510,general
respect,noun,feelings,0.970,feelings
respect,verb,feelings,0.890,feelings
respectable,adjective,general,0.460,general
respectably,adverb,general,0.960,general
respected,adjective,feelings,0.580,feelings
respiration,noun,body,0.700,body
respiratory,adjective,health,0.650,health
respite,noun,general,0.680,general
respond,verb,communication,0.870,communication
response,noun,communication,0.960,communication
responsibility,noun,general,0.470,feelings
responsible,adjective,feelings,0.690,feelings
rest,noun,general,0.470,general
rest,verb,general,0.500,general
restaurant,noun,food,1.000,food
restoration,noun,arts,0.720,arts
restorative,adjective,health,0.860,health
restore,verb,general,0.960,general
restrict,verb,general,0.860,general
restriction,noun,general,0.490,society
result,noun,general,0.900,general
result,verb,general,0.970,general
resume,verb,work,0.620,work
resuscitate,verb,health,1.000,health
resuscitation,noun,health,1.000,health
retail,noun,business,0.780,business
retailer,noun,business,0.710,business
retain,verb,general,0.890,general
retard,verb,general,0.960,general
retell,verb,communication,0.990,communication
retention,noun,education,0.850,education
retina,noun,body,1.000,body
retire,verb,work,1.000,work
retired,adjective,work,0.990,work
retirement,noun,work,0.990,work
retrace,verb,general,0.720,general
retreat,noun,general,0.330,travel
retreat,verb,general,0.520,general
retrieve,verb,general,0.820,general
retrospect,noun,general,0.480,general
retrospection,noun,feelings,0.890,feelings
retrospective,adjective,general,0.710,general
return,noun,general,0.370,general
return,verb,general,0.860,general
reunification,noun,society,0.870,society
reunify,verb,society,0.800,society
reunion,noun,family,0.990,family
reveal,verb,communication,0.590,communication
revealing,adjective,general,0.650,general
revelation,noun,arts,0.610,arts
revelatory,adjective,general,0.850,general
revenge,noun,feelings,0.760,feelings
revenue,noun,business,1.000,business
reverb,noun,entertainment,0.690,entertainment
reverberate,verb,general,0.280,science
reverberation,noun,science,0.880,science
revere,verb,feelings,0.890,feelings
reverence,noun,feelings,0.850,feelings
reverse,verb,general,0.990,general
review,noun,general,0.380,communication
review,verb,general,0.430,education
revile,verb,communication,0.870,communication
revise,verb,education,0.980,education
revision,noun,education,1.000,education
revival,noun,arts,0.550,arts
revive,verb,general,0.510,general
revolution,noun,society,1.000,society
revolutionary,adjective,society,0.760,society
revolutionize/revolutionise,verb,general,0.650,general
revolve,verb,general,0.520,general
revulsion,noun,feelings,1.000,feelings
reward,noun,general,0.430,general
reward,verb,general,0.710,general
rewrite,verb,communication,0.930,communication
rhetoric,noun,communication,0.970,communication
rhetorical,adjective,communication,0.970,communication
rhetorically,adverb,communication,0.980,communication
rhinoceros,noun,animals,1.000,animals
rhyme,verb,communication,0.580,communication
rhythm,noun,entertainment,0.570,entertainment
rhythmic,adjective,general,0.700,general
rib,noun,body,0.950,body
ribbon,noun,shopping,0.940,shopping
rice,noun,food,1.000,food
rich,adjective,business,0.770,business
rickety,adjective,general,0.790,general
rid,verb,general,0.990,general
riddle,noun,entertainment,0.620,entertainment
riddle,verb,communication,0.600,communication
ride,noun,travel,0.990,travel
ride,verb,travel,0.990,travel
rider,noun,travel,0.730,travel
ridge,noun,nature,1.000,nature
ridiculous,adjective,general,0.720,general
rife,adjective,general,0.940,general
rift,noun,nature,0.700,nature
right,adjective,general,0.980,general
right,adverb,general,1.000,general
right,noun,society,0.830,society
right-hand,adjective,body,0.690,body
righteousness,noun,feelings,0.510,feelings
rightly,adverb,general,0.990,general
rim,noun,general,0.550,general
ring,noun,shopping,0.920,shopping
ring,verb,communication,0.940,communication
rip,verb,general,0.660,general
ripe,adjective,food,0.970,food
rise,noun,general,0.590,general
rise,verb,general,0.820,general
risk,noun,general,0.810,general
risk,verb,general,0.890,general
risky,adjective,general,0.970,general
rite,noun,arts,0.990,arts
ritual,noun,arts,0.990,arts
rival,noun,general,0.330,business
river,noun,nature,1.000,nature
riveting,adjective,general,0.310,general
road,noun,travel,0.980,travel
roadside,noun,travel,0.940,travel
roam,noun,travel,0.850,travel
roar,verb,general,0.480,animals
roast,adjective,food,0.520,food
roast,verb,food,0.990,food
rob,verb,society,0.990,society
robbery,noun,society,1.000,society
robin,noun,animals,1.000,animals
robot,noun,technology,1.000,technology
robust,adjective,general,0.830,general
robustly,adverb,general,0.980,general
rock,noun,nature,1.000,nature
rock,verb,body,0.640,body
rocket,noun,science,0.540,science
rocky,adjective,nature,0.910,nature
role,noun,work,0.530,work
roll,noun,food,0.910,food
roll,verb,body,0.510,body
rolling,adjective,general,0.480,general
romance,noun,feelings,0.680,feelings
romantic,adjective,feelings,0.870,feelings
romp,verb,entertainment,0.590,entertainment
romper,noun,shopping,0.980,shopping
roof,noun,home,0.920,home
room,noun,home,1.000,home
room,verb,general,0.290,home
roommate,noun,home,0.790,home
root,noun,animals,0.580,animals
rope,noun,general,0.390,general
rose,noun,animals,0.970,animals
rosy,adjective,feelings,0.530,feelings
rotate,verb,general,0.680,general
rotten,adjective,food,0.700,food
rough,adjective,general,0.900,general
roughly,adverb,general,1.000,general
round,adjective,general,0.960,general
round,adverb,general,0.990,general
round,noun,general,0.700,general
round,preposition,general,1.000,general
round,verb,general,0.730,general
roundabout,noun,travel,0.690,travel
roundup,noun,animals,0.860,animals
route,noun,travel,1.000,travel
routine,noun,general,0.360,general
row,noun,general,0.660,general
row,verb,general,0.360,sports
royal,adjective,society,0.650,society
royalty,noun,society,0.910,society
rub,verb,body,0.810,body
rubber,noun,general,0.470,home
rubbish,noun,home,0.530,home
rubble,noun,city,0.750,city
rude,adjective,feelings,0.810,feelings
rudely,adverb,general,0.590,general
rudimentary,adjective,general,0.990,general
rudiments,noun,education,0.940,education
rug,noun,home,1.000,home
rugby,noun,sports,1.000,sports
ruin,noun,city,0.620,city
ruin,verb,general,0.920,general
ruinous,adjective,general,0.960,general
rule,noun,society,0.720,society
rule,verb,society,0.760,society
ruler,noun,education,0.610,education
rumble,noun,general,0.430,nature
rumble,verb,general,0.350,body
ruminant,adjective,animals,0.970,animals
ruminate,verb,feelings,0.870,feelings
rumination,noun,feelings,0.780,feelings
ruminative,adjective,feelings,0.980,feelings
rumor/rumour,noun,communication,0.970,communication
run,noun,general,0.400,sports
run,verb,body,0.740,body
runaway,noun,society,0.820,society
runner,noun,sports,0.960,sports
running,noun,sports,0.890,sports
runway,noun,travel,0.970,travel
rural,adjective,city,0.920,city
rush,noun,general,0.560,general
rush,verb,general,0.870,general
rush hour,noun,travel,0.910,travel
rustle,noun,nature,0.520,nature
rustle,verb,general,0.410,nature
rusty,adjective,general,0.880,general
ruthless,adjective,feelings,0.980,feelings
ruthlessness,noun,feelings,0.990,feelings
sack,verb,work,0.710,work
sacred,adjective,arts,0.920,arts
sacrifice,noun,general,0.330,arts
sacrifice,verb,general,0.500,general
sad,adjective,feelings,1.000,feelings
sadly,adverb,general,0.650,general
sadness,noun,feelings,1.000,feelings
safari,noun,travel,0.980,travel
safe,adjective,general,0.990,general
safeguard,noun,society,0.650,society
safeguard,verb,general,0.600,general
safely,adverb,general,0.990,general
safety,noun,general,0.600,general
sag,noun,general,0.440,general
sage,noun,general,0.200,feelings
sail,verb,travel,0.970,travel
sailing,noun,sports,0.500,sports
sailor,noun,work,0.940,work
sake,noun,general,0.400,food
salad,noun,food,1.000,food
salary,noun,work,0.510,work
sale,noun,shopping,0.770,shopping
salesman,noun,work,0.870,work
salesmanship,noun,business,0.930,business
salesperson,noun,work,0.890,work
saleswoman,noun,work,0.950,work
salivary,adjective,body,0.870,body
salivate,verb,body,0.760,body
salmon,noun,food,0.520,food
salon,noun,general,0.310,shopping
saloon,noun,city,0.680,city
salsa,noun,food,0.990,food
salt,noun,food,1.000,food
salty,adjective,food,0.960,food
salvage,verb,general,0.630,general
salvation,noun,arts,0.990,arts
salve,noun,health,1.000,health
same,adjective,general,1.000,general
same,adverb,general,1.000,general
same,pronoun,general,1.000,general
sample,noun,general,0.570,general
sanctity,noun,arts,0.940,arts
sand,noun,nature,1.000,nature
sandal,noun,shopping,1.000,shopping
sandstone,noun,nature,0.980,nature
sandwich,noun,food,1.000,food
sandwiched,adjective,general,0.890,general
sandy,adjective,nature,0.760,nature
sanitary,adjective,health,0.950,health
sanitation,noun,health,0.780,health
sap,noun,general,0.490,nature
sarcasm,noun,communication,0.980,communication
sarcastic,adjective,feelings,0.710,feelings
sarcastically,adverb,communication,0.780,communication
satellite,noun,science,0.710,science
satisfaction,noun,feelings,1.000,feelings
satisfactory,adjective,general,0.990,general
satisfied,adjective,feelings,0.990,feelings
satisfy,verb,general,0.650,general
sauce,noun,food,1.000,food
saucepan,noun,food,0.970,food
saucer,noun,food,0.560,food
sauna,noun,health,0.550,health
sausage,noun,food,1.000,food
save,verb,general,0.880,general
saving/savings,noun,business,1.000,business
saw,noun,home,0.500,home
saw,verb,body,0.600,body
say,noun,communication,0.910,communication
say,verb,communication,0.990,communication
scale,noun,general,0.910,general
scan,noun,technology,0.740,technology
scan,verb,technology,0.560,technology
scandal,noun,society,0.970,society
scar,noun,body,0.780,body
scarcely,adverb,general,1.000,general
scare,verb,feelings,0.970,feelings
scared,adjective,feelings,1.000,feelings
scarf,noun,shopping,1.000,shopping
scarlet,noun,general,0.410,general
scary,adjective,feelings,0.950,feelings
scathing,adjective,communication,0.610,communication
scatter,verb,general,0.860,general
scavenger,noun,animals,0.630,animals
scenario,noun,general,0.650,general
scene,noun,general,0.280,general
scenery,noun,nature,0.870,nature
scenic,adjective,nature,0.730,nature
scent,noun,body,0.980,body
schedule,noun,general,0.760,general
schedule,verb,general,0.610,general
scheduled,adjective,general,0.950,general
scheme,noun,general,0.380,society
scholar,noun,education,0.990,education
scholarly,adjective,education,0.960,education
scholarship,noun,education,0.980,education
scholasticism,noun,education,0.730,education
school,noun,education,1.000,education
schoolchild,noun,education,0.990,education
schoolgirl,noun,education,0.990,education
schoolmate,noun,education,0.910,education
schoolteacher,noun,education,0.900,education
schoolwork,noun,education,1.000,education
science,noun,science,0.960,science
science fiction,noun,arts,0.790,arts
scientific,adjective,science,0.770,science
scientifically,adverb,general,0.500,general
scientist,noun,work,0.620,work
scissors,noun,home,0.870,home
scoff,verb,communication,0.570,communication
scold,verb,communication,0.740,communication
scooter,noun,travel,1.000,travel
scope,noun,general,0.870,general
score,noun,sports,0.770,sports
score,verb,sports,0.720,sports
scorn,noun,feelings,1.000,feelings
scornful,adjective,feelings,1.000,feelings
scornfully,adverb,feelings,0.790,feelings
scramble,noun,sports,0.590,sports
scramble,verb,general,0.340,general
scratch,noun,body,0.750,body
scratch,verb,body,0.840,body
scream,noun,general,0.390,communication
scream,verb,general,0.420,body
screen,noun,technology,0.680,technology
screen,verb,general,0.430,work
screenplay,noun,entertainment,0.820,entertainment
screenwriter,noun,work,0.580,work
screw,noun,home,0.620,home
screw,verb,general,0.350,home
scribble,noun,communication,0.900,communication
script,noun,entertainment,0.520,entertainment
scroll,noun,arts,0.710,arts
scrooge,noun,feelings,0.920,feelings
scrutinize/scrutinise,verb,general,0.810,general
scrutiny,noun,general,0.410,general
scuba,noun,sports,0.860,sports
sculpture,noun,arts,1.000,arts
scythe,noun,work,0.520,work
sea,noun,nature,1.000,nature
seafood,noun,food,1.000,food
seal,noun,general,0.380,animals
search,noun,general,0.910,general
search,verb,general,0.980,general
seaside,noun,nature,0.780,nature
season,noun,nature,0.760,nature
seasonal,adjective,general,0.660,general
seat,noun,home,0.950,home
seawater,noun,nature,1.000,nature
seaweed,noun,food,0.550,food
second,adjective,general,1.000,general
second,adverb,general,1.000,general
second,noun,general,0.990,general
second,pronoun,general,1.000,general
second person,noun,communication,1.000,communication
second-hand,adjective,shopping,0.930,shopping
second-hand,adverb,communication,0.640,communication
secondary,adjective,general,0.990,general
secondary school,noun,education,1.000,education
secondly,adverb,general,0.890,general
secret,adjective,general,0.890,general
secret,noun,general,0.370,general
secretary,noun,work,1.000,work
secretly,adverb,general,0.980,general
section,noun,general,0.720,general
sector,noun,business,0.950,business
secular,adjective,arts,0.570,arts
secularly,adverb,general,0.350,general
secure,adjective,general,0.910,general
secure,verb,general,0.920,general
security,noun,society,0.950,society
sedate,adjective,feelings,0.930,feelings
sedate,verb,health,0.970,health
sedately,adverb,general,0.830,general
sedentary,adjective,health,0.830,health
see,verb,body,0.750,body
seed,noun,animals,0.540,animals
seedling,noun,animals,0.840,animals
seedy,adjective,city,0.550,city
seek,verb,general,0.990,general
seem,verb,general,0.940,general
seesaw,noun,general,0.330,sports
segment,noun,general,0.820,general
seismic,adjective,nature,0.830,nature
seize,verb,general,0.520,general
seldom,adverb,general,1.000,general
select,adjective,general,0.960,general
select,verb,general,0.980,general
selection,noun,general,0.780,general
selectivity,noun,general,0.680,general
self,noun,feelings,0.540,feelings
self-aggrandizement/self-aggrandisement,noun,feelings,0.850,feelings
self-confidence,noun,feelings,1.000,feelings
self-confident,adjective,feelings,1.000,feelings
self-conscious,adjective,feelings,1.000,feelings
self-service,adjective,shopping,0.940,shopping
self-worth,noun,feelings,0.970,feelings
selfish,adjective,feelings,1.000,feelings
selfless,adjective,feelings,1.000,feelings
sell,verb,business,0.900,business
seller,noun,business,0.630,business
semester,noun,education,1.000,education
semi-final,noun,sports,0.990,sports
semicolon,noun,communication,0.990,communication
seminar,noun,education,1.000,education
senator,noun,society,1.000,society
send,verb,communication,0.740,communication
senior,adjective,general,0.770,general
senior,noun,education,0.530,education
sensation,noun,body,0.780,body
sense,noun,body,0.870,body
sense,verb,body,0.660,body
sensible,adjective,feelings,0.620,feelings
sensitive,adjective,feelings,0.950,feelings
sentence,noun,communication,0.990,communication
sentence,verb,society,0.800,society
sentient,adjective,feelings,0.770,feelings
sentiment,noun,feelings,1.000,feelings
sentimental,adjective,feelings,1.000,feelings
sentimentally,adverb,feelings,0.980,feelings
separate,adjective,general,0.970,general
separate,verb,general,0.970,general
separately,adverb,general,1.000,general
separation,noun,family,0.890,family
sequel,noun,entertainment,0.680,entertainment
sequence,noun,general,0.960,general
serene,adjective,feelings,0.980,feelings
serial,adjective,general,0.850,general
series,noun,entertainment,0.550,entertainment
serious,adjective,feelings,0.570,feelings
seriously,adverb,general,0.990,general
servant,noun,work,0.900,work
serve,verb,food,0.570,food
server,noun,general,0.430,food
service,noun,work,0.530,work
service,verb,work,0.770,work
session,noun,education,0.710,education
set,noun,general,0.910,general
set,verb,general,0.980,general
setback,noun,general,0.750,general
settee,noun,home,1.000,home
setting,noun,general,0.290,general
settle,verb,general,0.800,general
settlement,noun,general,0.490,city
settler,noun,society,0.570,society
seven,number,general,1.000,general
seventeen,number,general,1.000,general
seventy,number,general,1.000,general
several,determiner,general,1.000,general
several,pronoun,general,1.000,general
severe,adjective,general,0.980,general
severely,adverb,general,1.000,general
sew,verb,home,0.750,home
sex,noun,general,0.390,family
sexism,noun,society,1.000,society
sexual,adjective,general,0.400,body
sexy,adjective,body,0.970,body
shabby,adjective,general,0.770,general
shade,noun,nature,0.830,nature
shadow,noun,nature,0.730,nature
shadow,verb,general,0.470,general
shadowy,adjective,general,0.890,general
shake,noun,general,0.430,food
shake,verb,body,0.850,body
shaken,adjective,feelings,0.980,feelings
shaky,adjective,general,0.450,general
shall,modal auxiliary,general,0.940,general
shallow,adjective,general,0.890,general
shamble,verb,body,0.960,body
shambles,noun,general,0.780,general
shame,noun,feelings,1.000,feelings
shameful,adjective,feelings,0.970,feelings
shampoo,noun,general,0.430,home
shape,noun,general,0.710,general
shape,verb,general,0.860,general
share,noun,business,0.950,business
share,verb,general,0.850,general
sharp,adjective,general,0.960,general
sharp,adverb,general,1.000,general
sharply,adverb,general,1.000,general
shatter,verb,general,0.680,general
shave,verb,body,0.980,body
she,pronoun,general,1.000,general
sheaf,noun,nature,0.580,nature
shed,noun,home,0.810,home
shed,verb,body,0.640,body
sheep,noun,animals,1.000,animals
sheer,adjective,general,0.930,general
sheet,noun,home,0.990,home
shelf,noun,home,1.000,home
shell,noun,nature,0.600,nature
shell,verb,general,0.430,society
shelter,noun,home,0.760,home
sheriff,noun,society,0.990,society
shield,noun,society,0.520,society
shift,noun,work,0.980,work
shift,verb,general,0.500,general
shimmer,verb,general,0.430,body
shine,verb,general,0.530,general
shiny,adjective,general,0.830,general
ship,noun,travel,1.000,travel
ship,verb,general,0.340,travel
shipping,noun,business,0.940,business
shipwreck,noun,travel,0.540,travel
shirt,noun,shopping,1.000,shopping
shiver,verb,body,0.900,body
shoal,noun,animals,0.640,animals
shock,noun,feelings,0.930,feelings
shock,verb,feelings,0.910,feelings
shocked,adjective,feelings,1.000,feelings
shocking,adjective,feelings,0.660,feelings
shoe,noun,shopping,1.000,shopping
shoot,verb,general,0.240,society
shooting,noun,sports,0.520,sports
shop,noun,shopping,0.980,shopping
shop,verb,shopping,1.000,shopping
shop assistant,noun,work,0.750,work
shopkeeper,noun,work,0.590,work
shoplift,verb,society,0.630,society
shoplifter,noun,society,0.760,society
shoplifting,noun,society,0.830,society
shopper,noun,shopping,1.000,shopping
shopping,noun,shopping,1.000,shopping
shore,noun,nature,1.000,nature
short,adjective,general,0.950,general
short,adverb,general,1.000,general
short-term,adjective,general,0.940,general
short/shorts,noun,shopping,0.980,shopping
shortage,noun,general,0.440,general
shortlist,noun,work,0.940,work
shortlist,verb,work,0.960,work
shortly,adverb,general,1.000,general
shortness,noun,general,0.430,health
shot,noun,general,0.260,sports
should,modal auxiliary,general,0.960,general
shoulder,noun,body,1.000,body
shout,noun,communication,0.960,communication
shout,verb,communication,0.980,communication
show,noun,entertainment,0.940,entertainment
show,verb,general,0.490,general
showbiz,noun,entertainment,0.990,entertainment
showcase,noun,general,0.260,shopping
shower,noun,home,0.650,home
shower,verb,general,0.430,home
showy,adjective,general,0.710,general
shrimp,noun,food,0.810,food
shrink,noun,health,0.900,health
shrink,verb,body,0.560,body
shrug,verb,body,0.830,body
shut,adjective,general,0.870,general
shut,verb,general,0.780,general
shy,adjective,feelings,1.000,feelings
sick,adjective,health,1.000,health
sickness,noun,health,1.000,health
side,noun,general,0.790,general
side-step,verb,general,0.360,body
sidewalk,noun,city,0.980,city
sigh,noun,feelings,0.790,feelings
sigh,verb,feelings,0.730,feelings
sight,noun,body,0.990,body
sightseeing,noun,travel,1.000,travel
sign,noun,general,0.370,city
sign,verb,communication,0.810,communication
signal,noun,communication,0.870,communication
signal,verb,communication,0.980,communication
signature,noun,communication,0.620,communication
significance,noun,general,0.750,general
significant,adjective,general,1.000,general
significantly,adverb,general,1.000,general
signify,verb,communication,0.780,communication
signpost,noun,travel,0.990,travel
silence,noun,communication,0.890,communication
silent,adjective,general,0.460,general
silently,adverb,general,0.920,general
silhouette,noun,arts,0.990,arts
silk,noun,shopping,0.920,shopping
silly,adjective,feelings,0.630,feelings
silver,adjective,general,0.720,general
silver,noun,general,0.410,nature
silverware,noun,food,0.620,food
similar,adjective,general,1.000,general
similarity,noun,general,0.880,general
similarly,adverb,general,0.990,general
simple,adjective,general,1.000,general
simplicity,noun,general,0.460,general
simplification,noun,general,0.600,general
simplify,verb,general,0.920,general
simply,adverb,general,1.000,general
simultaneous,adjective,general,1.000,general
simultaneously,adverb,general,1.000,general
since,adverb,general,1.000,general
since,conjunction,general,1.000,general
since,preposition,general,1.000,general
sincere,adjective,feelings,0.990,feelings
sincerity,noun,feelings,1.000,feelings
sing,verb,entertainment,0.860,entertainment
singe,verb,general,0.290,general
singer,noun,entertainment,0.710,entertainment
singing,noun,entertainment,0.860,entertainment
single,adjective,general,0.770,general
single,noun,family,0.580,family
singular,adjective,general,0.860,general
singular,noun,communication,0.880,communication
sink,noun,home,0.990,home
sink,verb,general,0.320,general
sir,noun,communication,0.690,communication
sister,noun,family,1.000,family
sister-in-law,noun,family,1.000,family
sit,verb,body,0.760,body
site,noun,city,0.910,city
sitting room,noun,home,1.000,home
situation,noun,general,0.960,general
six,number,general,1.000,general
sixteen,number,general,1.000,general
sixty,number,general,1.000,general
size,noun,shopping,0.550,shopping
skate,noun,sports,0.980,sports
skate,verb,sports,0.960,sports
skateboard,noun,sports,0.940,sports
skateboarder,noun,sports,0.950,sports
skateboarding,noun,sports,0.930,sports
skating,noun,sports,0.970,sports
skeleton,noun,body,1.000,body
sketch,noun,arts,1.000,arts
sketch,verb,arts,0.970,arts
sketchbook,noun,arts,1.000,arts
skew,verb,general,0.920,general
ski,noun,sports,1.000,sports
ski,verb,sports,1.000,sports
skiing,noun,sports,1.000,sports
skill,noun,general,0.350,general
skilled,adjective,work,0.590,work
skillful/skilful,adjective,general,0.800,general
skillfully/skilfully,adverb,general,0.990,general
skim,verb,education,0.660,education
skin,noun,body,1.000,body
skip,verb,body,0.540,body
skirt,noun,shopping,1.000,shopping
sky,noun,nature,1.000,nature
skylark,noun,animals,1.000,animals
skyscraper,noun,city,1.000,city
skyward,adverb,general,0.820,general
slab,noun,general,0.200,nature
slack,adjective,general,0.850,general
slack,noun,general,0.420,general
slack,verb,work,0.560,work
slackly,adverb,general,0.930,general
slam,verb,body,0.700,body
slang,noun,communication,1.000,communication
slap,noun,body,0.950,body
slap,verb,body,0.980,body
slash,noun,general,0.470,communication
slaughter,noun,society,0.530,society
slave,noun,society,0.910,society
slavery,noun,society,0.990,society
sleep,noun,general,0.400,health
sleep,verb,body,0.500,body
sleepless,adjective,health,0.640,health
sleepy,adjective,feelings,0.850,feelings
sleeve,noun,shopping,1.000,shopping
slice,noun,food,0.990,food
slice,verb,food,0.920,food
slide,noun,general,0.190,entertainment
slide,verb,body,0.500,body
slight,adjective,general,0.940,general
slight,noun,general,0.450,general
slightly,adverb,general,1.000,general
slim,adjective,body,0.990,body
slip,noun,general,0.330,general
slip,verb,body,0.510,body
slither,verb,body,0.590,body
sliver,noun,general,0.530,general
slob,noun,feelings,0.800,feelings
slogan,noun,business,0.870,business
slope,noun,nature,0.930,nature
sloppy,adjective,general,0.740,general
slot,noun,general,0.700,general
slow,adjective,general,1.000,general
slow,adverb,general,1.000,general
slow,verb,general,0.960,general
slowly,adverb,general,1.000,general
small,adjective,general,1.000,general
smart,adjective,general,0.480,feelings
smash,verb,general,0.460,body
smattering,noun,communication,0.650,communication
smell,noun,body,1.000,body
smell,verb,body,1.000,body
smile,noun,body,0.630,body
smile,verb,body,0.650,body
smith,noun,work,1.000,work
smoke,noun,nature,0.860,nature
smoke,verb,general,0.490,health
smoker,noun,health,0.820,health
smokestack,noun,city,0.840,city
smoking,noun,health,0.890,health
smooth,adjective,general,0.940,general
smoothly,adverb,general,1.000,general
smug,adjective,feelings,1.000,feelings
smugly,adverb,feelings,0.920,feelings
snack,noun,food,1.000,food
snail,noun,animals,1.000,animals
snake,noun,animals,1.000,animals
snap,verb,general,0.460,body
sneak,verb,body,0.540,body
sneer,noun,feelings,0.690,feelings
sneeze,noun,body,0.610,body
sneeze,verb,body,0.670,body
sniff,verb,body,1.000,body
snippet,noun,communication,0.880,communication
snobbery,noun,feelings,0.800,feelings
snooze,verb,body,0.670,body
snore,noun,body,0.880,body
snore,verb,body,0.870,body
snow,noun,nature,1.000,nature
snow,verb,nature,0.660,nature
snowball,noun,nature,0.940,nature
snowboard,noun,sports,1.000,sports
snowboarding,noun,sports,1.000,sports
snowstorm,noun,nature,1.000,nature
snowy,adjective,nature,0.990,nature
so,adverb,general,1.000,general
so,conjunction,general,1.000,general
so-called,adjective,general,0.700,general
soak,noun,general,0.420,home
soak,verb,general,0.320,home
soaked,adjective,general,0.670,general
soaking,adjective,general,0.380,general
soap,noun,home,0.920,home
soap opera,noun,entertainment,1.000,entertainment
soar,verb,general,0.180,general
sob,verb,feelings,0.880,feelings
soccer,noun,sports,1.000,sports
sociable,adjective,feelings,0.970,feelings
social,adjective,society,0.670,society
social networking,noun,technology,0.880,technology
socialization,noun,society,0.790,society
socialize/socialise,verb,general,0.350,family
socially,adverb,society,0.520,society
society,noun,society,0.990,society
sock,noun,shopping,1.000,shopping
soda,noun,food,1.000,food
sofa,noun,home,1.000,home
soft,adjective,general,0.980,general
soft drink,noun,food,1.000,food
softly,adverb,general,0.980,general
softness,noun,general,0.480,feelings
software,noun,technology,1.000,technology
soil,noun,nature,1.000,nature
soil,verb,general,0.410,nature
solar,adjective,nature,0.530,nature
soldier,noun,society,0.950,society
solicit,verb,business,0.590,business
solid,adjective,general,0.960,general
solidity,noun,general,0.650,general
soliloquize,verb,communication,0.630,communication
soliloquy,noun,arts,0.960,arts
solipsism,noun,arts,0.590,arts
solitariness,noun,feelings,0.990,feelings
solitary,adjective,feelings,0.850,feelings
solitary,noun,feelings,0.760,feelings
solitude,noun,feelings,0.990,feelings
solo,adjective,general,0.700,general
solo,adverb,general,0.900,general
solo,noun,entertainment,0.710,entertainment
solution,noun,general,0.590,general
solve,verb,general,0.670,general
solvent,noun,science,0.950,science
somber/sombre,adjective,feelings,0.970,feelings
somberly/sombrely,adverb,feelings,0.790,feelings
some,determiner,general,1.000,general
some,pronoun,general,1.000,general
somebody,pronoun,general,1.000,general
someday,adverb,general,1.000,general
somehow,adverb,general,1.000,general
someone,pronoun,general,1.000,general
someplace,adverb,general,0.930,general
somersault,noun,sports,0.720,sports
somersault,verb,sports,0.510,sports
something,pronoun,general,1.000,general
sometime,adverb,general,1.000,general
sometimes,adverb,general,1.000,general
somewhat,adverb,general,1.000,general
somewhere,adverb,general,0.990,general
son,noun,family,1.000,family
son-in-law,noun,family,1.000,family
song,noun,entertainment,0.980,entertainment
sonnet,noun,arts,0.990,arts
soon,adverb,general,1.000,general
soothe,verb,feelings,0.980,feelings
sophisticated,adjective,general,0.720,general
sophomore,noun,education,1.000,education
sore,adjective,health,0.720,health
sorrow,noun,feelings,1.000,feelings
sorry,adjective,feelings,0.960,feelings
sort,noun,general,0.950,general
sort,verb,general,0.950,general
soul,noun,feelings,0.590,feelings
sound,adjective,general,0.760,general
sound,noun,general,0.390,body
sound,verb,general,0.400,communication
soundtrack,noun,entertainment,1.000,entertainment
soup,noun,food,1.000,food
sour,adjective,food,0.980,food
source,noun,general,0.450,communication
south,adjective,general,0.390,travel
south,adverb,travel,0.550,travel
south,noun,travel,0.740,travel
southeast,adjective,travel,0.600,travel
southeast,noun,travel,0.870,travel
southern,adjective,general,0.460,general
southward,adverb,travel,0.750,travel
southwest,adjective,general,0.470,travel
